ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,3.5AH,,"Columbia Angle Head - 3.5""",0,0,hidden,"The 3.5"" Columbia Angle Head delivers professional-grade drywall finishing performance. The Columbia Angle Head delivers professional-grade finishing for 90-degree internal angles, ensuring consistent compoun.","<p>Columbia Angle Head is engineered to deliver precise, professional finishes on 90-degree internal angles, ensuring consistent joint compound application and proper feathering of edges. Constructed from precision-machined billet aluminum and durable stainless steel, this commercial-grade tool provides superior performance and extended wear life for demanding drywall projects.</p><h3>Features</h3><ul><li><strong>Secure Locking Mechanism:</strong> Ensures a fool-proof attachment to the ball, maintaining stability during operation.</li><li><strong>Enhanced Durability:</strong> Features robust stainless steel wings, designed for significantly longer wear compared to nickel-plated alternatives.</li><li><strong>Solid Billet Aluminum Body:</strong> Provides exceptional longevity and resilience, outperforming cast bodies, finished with an anodized gun metal color.</li><li><strong>Clear Wing Identification:</strong> Wings are engraved for easy left and right identification, streamlining setup and use.</li><li><strong>Superior Finish Quality:</strong> Consistently produces a finely feathered finish, ideal for seamless integration of compound over tape after corner rolling.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_35ah_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_35ah_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_35ah_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_35ah_04.webp",,,COL-ANGLE-HEAD,,,,,,4,Columbia Tools,Size,"3.5""",1,0,,"3.5AH, Columbia Angle Head - 3.5"", Columbia Tools","Columbia Angle Head - 3.5""","Shop Columbia Angle Head - 3.5"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","Columbia Angle Head - 3.5""","Columbia Tools, drywall tools, 3.5AH",Columbia Tools,3.5AH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ANGLE-HEAD,Size,"3.5""","3.5""",,4,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,simple,AHA,,Columbia Angle Head Adapter,0,0,hidden,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head Adapter is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Angle Heads,"Columbia,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_aha_01.webp,,,,,,,,,0,Columbia Tools,,,,,,"AHA, Columbia Angle Head Adapter, Columbia Tools",Columbia Angle Head Adapter,"Shop Columbia Angle Head Adapter, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",Columbia Angle Head Adapter,"Columbia Tools, drywall tools, AHA",Columbia Tools,AHA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,angle-heads,angle-heads,0,,,,,,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variable,COL-AUTOMATIC-FAT-BOY-BOX,,Columbia Automatic Fat Boy Box,1,0,visible,"Columbia's Automatic Fat Boy Box combines an oversized mud reservoir with automatic compound delivery for fewer refills on large drywall jobs. Machined aluminum body with a precision-ground stainless steel blade ensures a smooth, consistent coat every pass.","<p>The Columbia Automatic Fat Boy Box is the high-capacity solution for professionals finishing large residential and commercial jobs. The expanded mud reservoir dramatically reduces downtime spent refilling, letting crews coat more linear footage per hour.</p>
<ul>
<li><strong>High-Capacity Reservoir</strong>: Holds significantly more compound than standard boxes — fewer refill stops on long seams</li>
<li><strong>Automatic Compound Delivery</strong>: Consistent pressure-regulated output for uniform coat thickness on every pass</li>
<li><strong>Precision Stainless Steel Blade</strong>: Ground-flat blade edge produces a feather-smooth finish and resists corrosion</li>
<li><strong>Machined Aluminum Body</strong>: Durable, lightweight construction designed for daily professional use</li>
<li><strong>Available Sizes</strong>: 8″, 10″, 12″</li>
</ul>
<p>Compatible with Columbia flat box handles and most industry-standard handle systems. Ideal for production tapers and finishers on high-volume drywall projects.</p>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Automatic Flat Boxes,"Columbia,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_8fbb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp",,,,,,,,,4,Columbia Tools,Size,"8"", 10"", 12""",1,0,"8""","DTB-COL-AUTOMATIC-FAT-BOY-BOX, Columbia Automatic Fat Boy Box, Columbia Tools",Columbia Automatic Fat Boy Box,"Shop Columbia Automatic Fat Boy Box, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Automatic Fat Boy Box,"Columbia Tools, drywall tools, DTB-COL-AUTOMATIC-FAT-BOY-BOX",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,automatic-flat-boxes,automatic-flat-boxes,0,,,,,8FBBA,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,8FBBA,,"Columbia Automatic Fat Boy Box - 8""",1,0,visible,"The 8"" Columbia Automatic Fat Boy Box delivers professional-grade drywall finishing performance. Columbia's Automatic Fat Boy Box combines an oversized mud reservoir with automatic compound delivery for fewer refills .","<p>The Columbia Automatic Fat Boy Box is the high-capacity solution for professionals finishing large residential and commercial jobs. The expanded mud reservoir dramatically reduces downtime spent refilling, letting crews coat more linear footage per hour.</p>
<ul>
<li><strong>High-Capacity Reservoir</strong>: Holds significantly more compound than standard boxes — fewer refill stops on long seams</li>
<li><strong>Automatic Compound Delivery</strong>: Consistent pressure-regulated output for uniform coat thickness on every pass</li>
<li><strong>Precision Stainless Steel Blade</strong>: Ground-flat blade edge produces a feather-smooth finish and resists corrosion</li>
<li><strong>Machined Aluminum Body</strong>: Durable, lightweight construction designed for daily professional use</li>
<li><strong>Available Sizes</strong>: 8″, 10″, 12″</li>
</ul>
<p>Compatible with Columbia flat box handles and most industry-standard handle systems. Ideal for production tapers and finishers on high-volume drywall projects.</p>",,,taxable,,1,,,0,0,,,,,0,,,431.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_8fbb_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,1,Columbia Tools,Size,"8""",1,0,,"8FBBA, Columbia Automatic Fat Boy Box - 8"", Columbia Tools","Columbia Automatic Fat Boy Box - 8""","Shop Columbia Automatic Fat Boy Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 8""","Columbia Tools, drywall tools, 8FBBA",Columbia Tools,8FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"8""","8""",,1,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,10FBBA,,"Columbia Automatic Fat Boy Box - 10""",1,0,visible,"The 10"" Columbia Automatic Fat Boy Box delivers professional-grade drywall finishing performance. Columbia's Automatic Fat Boy Box combines an oversized mud reservoir with automatic compound delivery for fewer refills .","<p>The Columbia Automatic Fat Boy Box is the high-capacity solution for professionals finishing large residential and commercial jobs. The expanded mud reservoir dramatically reduces downtime spent refilling, letting crews coat more linear footage per hour.</p>
<ul>
<li><strong>High-Capacity Reservoir</strong>: Holds significantly more compound than standard boxes — fewer refill stops on long seams</li>
<li><strong>Automatic Compound Delivery</strong>: Consistent pressure-regulated output for uniform coat thickness on every pass</li>
<li><strong>Precision Stainless Steel Blade</strong>: Ground-flat blade edge produces a feather-smooth finish and resists corrosion</li>
<li><strong>Machined Aluminum Body</strong>: Durable, lightweight construction designed for daily professional use</li>
<li><strong>Available Sizes</strong>: 8″, 10″, 12″</li>
</ul>
<p>Compatible with Columbia flat box handles and most industry-standard handle systems. Ideal for production tapers and finishers on high-volume drywall projects.</p>",,,taxable,,1,,,0,0,,,,,0,,,435.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,2,Columbia Tools,Size,"10""",1,0,,"10FBBA, Columbia Automatic Fat Boy Box - 10"", Columbia Tools","Columbia Automatic Fat Boy Box - 10""","Shop Columbia Automatic Fat Boy Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 10""","Columbia Tools, drywall tools, 10FBBA",Columbia Tools,10FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,12FBBA,,"Columbia Automatic Fat Boy Box - 12""",1,0,visible,"The 12"" Columbia Automatic Fat Boy Box delivers professional-grade drywall finishing performance. Columbia's Automatic Fat Boy Box combines an oversized mud reservoir with automatic compound delivery for fewer refills .","<p>The Columbia Automatic Fat Boy Box is the high-capacity solution for professionals finishing large residential and commercial jobs. The expanded mud reservoir dramatically reduces downtime spent refilling, letting crews coat more linear footage per hour.</p>
<ul>
<li><strong>High-Capacity Reservoir</strong>: Holds significantly more compound than standard boxes — fewer refill stops on long seams</li>
<li><strong>Automatic Compound Delivery</strong>: Consistent pressure-regulated output for uniform coat thickness on every pass</li>
<li><strong>Precision Stainless Steel Blade</strong>: Ground-flat blade edge produces a feather-smooth finish and resists corrosion</li>
<li><strong>Machined Aluminum Body</strong>: Durable, lightweight construction designed for daily professional use</li>
<li><strong>Available Sizes</strong>: 8″, 10″, 12″</li>
</ul>
<p>Compatible with Columbia flat box handles and most industry-standard handle systems. Ideal for production tapers and finishers on high-volume drywall projects.</p>",,,taxable,,1,,,0,0,,,,,0,,,443.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,COL-AUTOMATIC-FAT-BOY-BOX,,,,,,3,Columbia Tools,Size,"12""",1,0,,"12FBBA, Columbia Automatic Fat Boy Box - 12"", Columbia Tools","Columbia Automatic Fat Boy Box - 12""","Shop Columbia Automatic Fat Boy Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Fat Boy Box - 12""","Columbia Tools, drywall tools, 12FBBA",Columbia Tools,12FBBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FAT-BOY-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variable,COL-AUTOMATIC-FLAT-BOX,,Columbia Automatic Flat Box,1,0,visible,"The Columbia Automatic Flat Finishing Box features a spring-loaded axle that reduces pushing effort by 50% for faster, smoother drywall joint finishing. This professional-grade tool is precision-machined from billet aluminum to ensure long-lasting performance.","<p>Columbia Automatic Flat Finishing Box is a professional-grade drywall tool engineered to streamline the joint finishing process. By utilizing an integrated spring-loaded axle, this box applies consistent pressure to the compound chamber, significantly reducing the physical effort required during application.</p><p>This automatic system is particularly effective for vertical flat joints where gravity usually works against the finisher. Constructed from high-quality U.S. billet aluminum and precision-machined steel, these boxes are built for long-term durability in demanding job site conditions.</p><h3>Features:</h3><ul><li><strong>Power Assist Technology:</strong> The engaging axle creates mechanical pressure on the mud release, making it over 50% easier to push than standard manual boxes.</li><li><strong>Precision Engineering:</strong> Each unit is machined in a state-of-the-art Canadian facility using premium U.S. billet aluminum for maximum strength and weight reduction.</li><li><strong>Versatile Sizing:</strong> Available in 8"", 10"", 12"", and 14"" widths to accommodate every stage of the finishing process from base coats to final skim coats.</li><li><strong>Ergonomic Efficiency:</strong> Designed to minimize operator fatigue, allowing for faster completion of large-scale residential and commercial projects.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Automatic Flat Boxes,"Columbia,Drywall Finishing Tools",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,,,,,,,3,Columbia Tools,Size,"8"", 10"", 12"", 14""",1,0,"8""","DTB-COL-AUTOMATIC-FLAT-BOX, Columbia Automatic Flat Box, Columbia Tools",Columbia Automatic Flat Box,"Shop Columbia Automatic Flat Box, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Automatic Flat Box,"Columbia Tools, drywall tools, DTB-COL-AUTOMATIC-FLAT-BOX",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,automatic-flat-boxes,automatic-flat-boxes,0,,,,,8FFBA,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,8FFBA,,"Columbia Automatic Flat Box - 8""",1,0,visible,"The 8"" Columbia Automatic Flat Box delivers professional-grade drywall finishing performance. The Columbia Automatic Flat Finishing Box features a spring-loaded axle that reduces pushing effort by 50% for faster, s.","<p>Columbia Automatic Flat Finishing Box is a professional-grade drywall tool engineered to streamline the joint finishing process. By utilizing an integrated spring-loaded axle, this box applies consistent pressure to the compound chamber, significantly reducing the physical effort required during application.</p><p>This automatic system is particularly effective for vertical flat joints where gravity usually works against the finisher. Constructed from high-quality U.S. billet aluminum and precision-machined steel, these boxes are built for long-term durability in demanding job site conditions.</p><h3>Features:</h3><ul><li><strong>Power Assist Technology:</strong> The engaging axle creates mechanical pressure on the mud release, making it over 50% easier to push than standard manual boxes.</li><li><strong>Precision Engineering:</strong> Each unit is machined in a state-of-the-art Canadian facility using premium U.S. billet aluminum for maximum strength and weight reduction.</li><li><strong>Versatile Sizing:</strong> Available in 8"", 10"", 12"", and 14"" widths to accommodate every stage of the finishing process from base coats to final skim coats.</li><li><strong>Ergonomic Efficiency:</strong> Designed to minimize operator fatigue, allowing for faster completion of large-scale residential and commercial projects.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,397.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,1,Columbia Tools,Size,"8""",1,0,,"8FFBA, Columbia Automatic Flat Box - 8"", Columbia Tools","Columbia Automatic Flat Box - 8""","Shop Columbia Automatic Flat Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 8""","Columbia Tools, drywall tools, 8FFBA",Columbia Tools,8FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"8""","8""",,1,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,10FFBA,,"Columbia Automatic Flat Box - 10""",1,0,visible,"The 10"" Columbia Automatic Flat Box delivers professional-grade drywall finishing performance. The Columbia Automatic Flat Finishing Box features a spring-loaded axle that reduces pushing effort by 50% for faster, s.","<p>Columbia Automatic Flat Finishing Box is a professional-grade drywall tool engineered to streamline the joint finishing process. By utilizing an integrated spring-loaded axle, this box applies consistent pressure to the compound chamber, significantly reducing the physical effort required during application.</p><p>This automatic system is particularly effective for vertical flat joints where gravity usually works against the finisher. Constructed from high-quality U.S. billet aluminum and precision-machined steel, these boxes are built for long-term durability in demanding job site conditions.</p><h3>Features:</h3><ul><li><strong>Power Assist Technology:</strong> The engaging axle creates mechanical pressure on the mud release, making it over 50% easier to push than standard manual boxes.</li><li><strong>Precision Engineering:</strong> Each unit is machined in a state-of-the-art Canadian facility using premium U.S. billet aluminum for maximum strength and weight reduction.</li><li><strong>Versatile Sizing:</strong> Available in 8"", 10"", 12"", and 14"" widths to accommodate every stage of the finishing process from base coats to final skim coats.</li><li><strong>Ergonomic Efficiency:</strong> Designed to minimize operator fatigue, allowing for faster completion of large-scale residential and commercial projects.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,401.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,2,Columbia Tools,Size,"10""",1,0,,"10FFBA, Columbia Automatic Flat Box - 10"", Columbia Tools","Columbia Automatic Flat Box - 10""","Shop Columbia Automatic Flat Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 10""","Columbia Tools, drywall tools, 10FFBA",Columbia Tools,10FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
,variation,12FFBA,,"Columbia Automatic Flat Box - 12""",1,0,visible,"The 12"" Columbia Automatic Flat Box delivers professional-grade drywall finishing performance. The Columbia Automatic Flat Finishing Box features a spring-loaded axle that reduces pushing effort by 50% for faster, s.","<p>Columbia Automatic Flat Finishing Box is a professional-grade drywall tool engineered to streamline the joint finishing process. By utilizing an integrated spring-loaded axle, this box applies consistent pressure to the compound chamber, significantly reducing the physical effort required during application.</p><p>This automatic system is particularly effective for vertical flat joints where gravity usually works against the finisher. Constructed from high-quality U.S. billet aluminum and precision-machined steel, these boxes are built for long-term durability in demanding job site conditions.</p><h3>Features:</h3><ul><li><strong>Power Assist Technology:</strong> The engaging axle creates mechanical pressure on the mud release, making it over 50% easier to push than standard manual boxes.</li><li><strong>Precision Engineering:</strong> Each unit is machined in a state-of-the-art Canadian facility using premium U.S. billet aluminum for maximum strength and weight reduction.</li><li><strong>Versatile Sizing:</strong> Available in 8"", 10"", 12"", and 14"" widths to accommodate every stage of the finishing process from base coats to final skim coats.</li><li><strong>Ergonomic Efficiency:</strong> Designed to minimize operator fatigue, allowing for faster completion of large-scale residential and commercial projects.</li></ul>",,,taxable,,1,,,0,0,,,,,0,,,405.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_automatic_flat_boxes_01.webp,,,COL-AUTOMATIC-FLAT-BOX,,,,,,3,Columbia Tools,Size,"12""",1,0,,"12FFBA, Columbia Automatic Flat Box - 12"", Columbia Tools","Columbia Automatic Flat Box - 12""","Shop Columbia Automatic Flat Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Automatic Flat Box - 12""","Columbia Tools, drywall tools, 12FFBA",Columbia Tools,12FFBA,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-AUTOMATIC-FLAT-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-price-validated,,Columbia Tools,,,,
