brand,name,description_full,sku,upc,price,price_numeric,description_short,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
SurPro,SurPro Stilts Leg Band Bolt Kit,"## Secure Your Stability on the Job

Maintain the structural integrity of your SurPro single-sided stilts with this essential hardware replacement kit. Engineered for durability and a precise fit, this bolt kit ensures your leg bands remain securely fastened, providing the confidence and stability required for professional drywall, painting, and ceiling work.

## Reliable Hardware for Demanding Environments

Don't let worn or missing hardware compromise your safety or productivity. This comprehensive kit provides all the necessary components to restore your equipment to factory-standard performance. Each piece is selected for its resistance to the rigors of daily construction use, ensuring a tight, vibration-resistant connection that keeps you moving safely throughout your shift.

## Key Features

- **Complete Hardware Set:** Includes everything needed for a full leg band replacement, featuring four cap screws, four locknuts, and eight washers.
- **Precision Engineering:** Designed specifically for SurPro single-sided stilts to ensure perfect thread compatibility and fitment.
- **Enhanced Security:** The included locknuts provide superior resistance against loosening, even during repetitive motion and heavy-duty use.
- **Durable Construction:** High-quality materials designed to withstand the high-stress environment of professional job sites.
- **Easy Installation:** Streamlined components allow for quick maintenance, minimizing downtime so you can get back to work faster.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | SurPro |
| SKU | SURSS134 |
| Compatibility | Single-Sided Stilts |
| Bolt Type | 1/4""-20 x 2"" Cap Screws |
| Kit Contents | 4 Cap Screws, 4 Locknuts, 8 Washers |",SURSS134,,,,"Leg Band Bolt Kit for Single-Sided Stilts. Includes: (4) 1/4""-20 x 2"" Cap Screws, (4) Locknuts and (8) Washers.",https://s3.amazonaws.com/tswfastcomfiles/product/SURSS134_M.jpg,,,,,,,,
SurPro,SurPro Stilts Lower Side Pole Bolt Kit,"## Maintain Your Stability and Safety

Ensure your SurPro stilts remain in peak operating condition with this essential hardware replacement kit. Designed specifically for the lower side pole assembly, these components provide the structural integrity required for professional-grade performance. Whether you are performing routine maintenance or replacing worn hardware, this kit ensures your side poles are securely fastened to the main body bracket for reliable, wobble-free operation.

## Precision Engineering for Professional Use

Don't compromise on the safety of your equipment. This kit includes high-strength fasteners engineered to withstand the rigors of daily job site use. By utilizing the correct hardware, you prevent unnecessary play in the stilt assembly, allowing for consistent balance and confidence while working at height. Each component is selected to match the exact specifications of your SurPro equipment, ensuring a seamless fit and straightforward installation.

## Key Features

- **Complete Hardware Set:** Includes everything needed to secure both lower side poles, featuring two cap screws, two locknuts, and four washers.
- **Secure Fastening:** High-quality locknuts ensure that vibrations from movement do not loosen the connection over time.
- **Exact Compatibility:** Specifically manufactured for SurPro stilts to ensure proper alignment with the lower side pole bracket.
- **Durable Construction:** Built to withstand the mechanical stress and environmental demands of professional drywall and construction environments.
- **Easy Maintenance:** Simplifies the repair process, allowing you to get back to work quickly with minimal downtime.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | SurPro |
| SKU | SURSS124 |
| Component Type | Lower Side Pole Bolt Kit |
| Fastener Size | 1/4""-20 x 1-1/2"" |
| Included Hardware | (2) Cap Screws, (2) Locknuts, (4) Washers |",SURSS124,,,,"These Lower Side Pole Bolts secure your side poles to the Lower Side Pole Bracket on the Main Body of your sets. (2) 1/4""-20 x 1-1/2"" Cap Screws w/ (2) Locknuts and (4) Washers.",https://s3.amazonaws.com/tswfastcomfiles/product/SURSS132_M.jpg,,,,,,,,
SurPro,SurPro Stilts Side Pole Clam Bolt Kit,"## Restore Your Stability and Performance

Ensure your SurPro stilts remain in peak operating condition with this essential Side Pole Clamp Bolt Kit. Designed specifically for the rigorous demands of professional drywall and painting work, this hardware kit provides the necessary components to maintain a secure, wobble-free connection between your side poles and the stilt frame. Don't let loose or worn-out hardware compromise your safety or efficiency on the job site; this direct-fit replacement kit restores the structural integrity of your equipment, allowing you to work with confidence and precision.

## Precision Engineering for Professional Reliability

Crafted to meet the exact manufacturing standards of SurPro equipment, these bolts are built to withstand the high-torque environments of daily construction use. By replacing worn or stripped fasteners, you eliminate unwanted play in the leg assembly, ensuring consistent balance and support throughout your shift. This kit is a must-have for any professional contractor looking to extend the service life of their stilts and maintain optimal performance standards.

## Key Features

- **Direct OEM Compatibility:** Engineered specifically for SurPro stilts to ensure a perfect fit and seamless installation.
- **Enhanced Structural Security:** Replaces worn hardware to eliminate side-pole movement and maintain rigid stability.
- **Professional-Grade Durability:** Constructed from high-strength materials designed to resist the wear and tear of demanding work environments.
- **Easy Maintenance:** Allows for quick, on-site repairs, minimizing downtime and keeping you productive.
- **Essential Safety Component:** Helps prevent equipment failure by ensuring all critical connection points are properly tightened and secure.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | SurPro |
| Product Name | Stilts Side Pole Clam Bolt Kit |
| SKU | SURSS132 |
| Compatibility | SurPro Stilts Series |",SURSS132,,,,SurPro Stilts Side Pole Clam Bolt Kit,https://s3.amazonaws.com/tswfastcomfiles/product/SURSS132_M.jpg,,,,,,,,
TapeTech,"TapeTech 41"" - 63"" XTender Finishing Box Handle","## Elevate Your Drywall Finishing Precision

Achieve professional-grade results with the TapeTech XTender® Finishing Box Handle, the industry standard for durability and reach. Engineered for drywall professionals who demand consistency, this handle provides the leverage and control necessary to execute a flawless sweep on every joint. Whether you are working on high ceilings or standard walls, the XTender® ensures your finishing boxes glide effortlessly, delivering a smooth, professional finish every time.

## Unmatched Versatility and Durability

Built to withstand the rigors of the job site, the XTender® features a robust anodized aluminum construction that resists wear while remaining lightweight for all-day use. Its intuitive design allows for rapid length adjustments, transitioning seamlessly from 41 inches to 63 inches. This extended reach eliminates the need for ladders in many applications, significantly increasing your efficiency and safety on the job.

## Key Features

- **Superior Reach:** Effortlessly adjust the handle length between 41"" and 63"" to accommodate various wall heights and ceiling work.
- **Universal Compatibility:** Designed to integrate perfectly with TapeTech EasyClean®, EasyClean® High Capacity, and Power Assist® finishing boxes.
- **Rugged Construction:** Crafted from high-grade anodized aluminum to provide maximum structural integrity without adding unnecessary weight.
- **Enhanced Control:** Engineered to provide the precise tactile feedback required to sweep boxes cleanly off joints for a seamless transition.
- **Professional Grade:** Built to meet the high-performance demands of commercial drywall contractors and renovation experts.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | XTender® Finishing Box Handle |
| SKU | TTT88TTE |
| Minimum Length | 41 inches |
| Maximum Length | 63 inches |
| Material | Anodized Aluminum |
| Compatibility | EasyClean®, EasyClean® High Capacity, Power Assist® Finishing Boxes |",TTT88TTE,,$370.00,370,"The TapeTech XTender® Finishing Box Handle attaches to the EasyClean®, EasyClean® High Capacity or Power Assist® Finishing Boxes and provides control to cleanly sweep the boxes off the joint for a...",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT88TTE_M.jpg,,,,,,,,
TapeTech,"TapeTech 12"" EasyClean Finishing Box","## Master Professional Drywall Finishing

Achieve flawless, high-production results with the TapeTech 12"" EasyClean Finishing Box. Engineered for efficiency, this tool streamlines the drywall finishing process by simultaneously dispensing the precise volume of joint compound and feathering edges on both flat and butt joints. Whether you are tackling walls or ceilings, this box ensures a consistent, professional-grade finish in a single pass, significantly reducing manual labor and rework.

## Precision Control and Versatility

Designed for the demands of professional contractors, the EasyClean system features an intuitive crown adjustment dial. This allows for seamless transitions between the initial embedding coat and subsequent finishing layers, ensuring the perfect amount of compound is applied every time. Furthermore, the integrated pivoting axle automatically compensates for uneven drywall surfaces, maintaining optimal contact and a smooth, level finish even when one side of the joint sits higher than the other.

## Key Features

- **EasyRoll™ Wheel System:** Integrated wheels allow for rapid finishing of outside corner beads—up to twice as fast as manual methods—without requiring additional attachments.
- **Universal Compatibility:** The EasyRoll system is compatible with metal, paper-faced, vinyl, and bullnose corner beads, providing a stable, guided path for the finishing blade.
- **Superior Alignment:** Engineered to align perfectly with the finishing blade, these wheels eliminate the need to tilt the box, ensuring a clean, uniform application.
- **Enhanced Stability:** The wide-shoulder wheel design provides superior tracking, making it easier to maintain the box on the corner bead throughout the entire pass.
- **Multi-Functional Performance:** Ideal for embedding tape and applying final coats on both flat and butt joints, maximizing versatility on the job site.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 12"" EasyClean Finishing Box |
| SKU | TTTEZ12TT |
| Application | Flat joints, butt joints, outside corner beads |
| Compatibility | Metal, paper-faced, vinyl, and bullnose beads |
| Key Technology | EasyClean® and EasyRoll™ systems |",TTTEZ12TT,,$425.00,425,The TapeTech EasyClean® Finishing Box automatically dispenses the proper amount of joint compound and feathers the edges of butt joints and flat joints in one pass.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT30TTX_M.jpg,,,,,,,,
TapeTech,"TapeTech 10"" EasyClean Finishing Box","## Achieve Flawless Drywall Finishes with Precision Engineering

Elevate your drywall finishing workflow with the TapeTech 10"" EasyClean Finishing Box. Designed for professionals who demand speed without sacrificing quality, this tool streamlines the application of joint compound, ensuring perfectly feathered edges on both butt and flat joints in a single, efficient pass. Whether you are tackling ceilings or walls, this finishing box delivers consistent, high-quality results that minimize sanding and maximize productivity.

## Advanced Control and Versatility

Engineered for adaptability, the EasyClean Finishing Box features an intuitive crown adjustment dial, allowing you to precisely calibrate the compound thickness for each stage of the finishing process. The integrated pivoting axle is a game-changer for uneven surfaces, automatically compensating for height discrepancies between drywall sheets to maintain a smooth, professional finish every time.

## Key Features

- **EasyRoll Wheel System:** Integrated wheels allow for rapid finishing of outside corner beads, working seamlessly with metal, paper-faced, vinyl, and bullnose materials up to twice as fast as manual methods.
- **Superior Alignment:** The EasyRoll design ensures perfect alignment with the finishing blade, eliminating the need for awkward tilting and providing a stable, guided path along corner beads.
- **Optimized Compound Application:** Automatically dispenses the ideal volume of joint compound to embed tape and feather edges, reducing material waste and labor time.
- **Enhanced Stability:** The wide-shoulder wheel design provides exceptional tracking, keeping the box securely on the corner bead without the need for aftermarket attachments.
- **Versatile Application:** Perfectly suited for both first-coat tape embedding and subsequent finishing coats on walls and ceilings.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 10"" EasyClean Finishing Box |
| SKU | TTTEZ10TT |
| Application | Butt joints, flat joints, and outside corner beads |
| Compatibility | Metal, paper-faced, vinyl, and bullnose corner beads |
| Key Technology | EasyRoll Wheel System & Pivoting Axle |",TTTEZ10TT,,$389.00,389,The TapeTech EasyClean Finishing Box automatically dispenses the proper amount of joint compound and feathers the edges of butt joints and flat joints in one pass.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT25TTX_M.jpg,,,,,,,,
TapeTech,TapeTech EasyClean Loading Pump,"## Elevate Your Finishing Efficiency

Experience the gold standard in drywall tool maintenance with the TapeTech EasyClean Loading Pump. Engineered for the rigorous demands of professional contractors, this pump streamlines your workflow by providing a consistent, high-volume delivery system for your finishing tools. By integrating advanced sealing technology and a refined structural design, the 76TT minimizes downtime and maximizes output on every job site.

## Precision Engineering for Professionals

The 76TT model replaces traditional, cumbersome maintenance requirements with a streamlined, user-friendly interface. The standout innovation is the integrated O-Ring system, which eliminates the need for unreliable paper gaskets. This ensures a leak-proof connection for your filler adapters and goosenecks, preventing messy blowouts and reducing the frustration of replacing lost or degraded components. With its slim-profile tube and reinforced construction, this pump is built to withstand the daily wear and tear of professional drywall finishing.

## Key Features

- **Integrated O-Ring Seal:** Eliminates the need for paper gaskets, ensuring a secure, airtight connection that is easier to maintain and less prone to failure.
- **Twist-Lock Foot Valve:** Allows for rapid attachment and detachment, simplifying the cleaning process and reducing time spent on tool maintenance.
- **Slim Tube Profile:** Designed for optimal ergonomics and portability, making it the preferred choice for finishers who value efficiency and ease of handling.
- **Versatile Compatibility:** Fully compatible with standard 85T goosenecks for automatic tapers and 90T filler adapters for finishing boxes, MudRunners, corner applicators, and nail spotters.
- **Robust Construction:** Engineered for long-term durability, ensuring consistent performance even in high-volume, demanding environments.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Model | 76TT EasyClean Loading Pump |
| SKU | TTT76TT |
| Compatibility | 85T Gooseneck, 90T Filler Adapter |
| Seal Type | Integrated O-Ring |
| Valve Type | Twist-lock foot valve |",TTT76TT,,$399.00,399,The TapeTech 76TT EasyClean® Loading Pump combines reliability with innovation.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT76TT_M.jpg,,,,,,,,
TapeTech,TapeTech Extension Handle,"## Elevate Your Finishing Efficiency

Streamline your drywall toolkit with the TapeTech Extension Handle, the industry’s premier interchangeable handle system. Engineered for professionals who demand versatility and precision, this system allows you to utilize a single base handle across a wide array of finishing tools. By consolidating your equipment, you reduce the weight of your gear bag and increase your speed on the job site.

## Unmatched Ergonomics and Control

Designed with the operator in mind, these handles feature an optimized diameter that provides a superior, fatigue-reducing grip during extended use. The integrated D-shaped fitting ensures a rock-solid connection, locking your tools into place to eliminate unwanted rotation. Whether you are tackling corner finishing or nail spotting, this system delivers the stability required for a flawless, professional-grade finish.

## Key Features

- **Universal Compatibility:** Seamlessly integrates with corner rollers, corner applicators, and nail spotters without the need for additional adapters.
- **Ergonomic Design:** Features an industry-leading diameter profile to maximize comfort and minimize hand strain during repetitive tasks.
- **Anti-Rotation Technology:** The specialized D-shaped fitting secures the tool firmly, ensuring precise control and consistent results.
- **Modular Versatility:** Compatible with the CFA-TT heavy-duty adapter, allowing for quick and easy transitions between different finishing attachments.
- **Professional Durability:** Built to withstand the rigors of daily job site use, providing long-term reliability for high-volume contractors.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTTXHTT |
| System Type | Extension Handle System |
| Base Handle Model | XHTT |
| Compatibility | Corner Rollers, Corner Applicators, Nail Spotters |
| Connection Type | D-Shaped Fitting |
| Adapter Compatibility | CFA-TT (for Corner Finishers) |",TTTXHTT,,$379.00,379,TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTXHTT_M.jpg,,,,,,,,
TapeTech,TapeTech Filler Adapter,"## Streamline Your Finishing Workflow

Maximize the efficiency of your drywall finishing setup with the TapeTech 90T Filler Adapter. Engineered for seamless integration with your existing pump infrastructure, this essential component allows for rapid, mess-free filling of your finishing tools. By bridging the gap between your pump and your application equipment, you can maintain a consistent workflow and minimize downtime on the job site.

## Precision Engineering for Professional Results

Designed to meet the rigorous demands of professional drywall contractors, the 90T Filler Adapter ensures a secure, airtight connection that prevents compound leakage and maintains pressure integrity. Whether you are charging corner applicators, nail spotters, or high-capacity finishing boxes, this adapter provides the reliability required for high-volume production environments.

## Key Features

- **Seamless Compatibility:** Specifically engineered to interface with TapeTech 72TT and 76TT EasyClean™ Pumps for optimal performance.
- **Versatile Application:** Facilitates the quick filling of a wide range of tools, including Corner Applicators, Nail Spotters, and various EasyClean™ or Power Assist™ Finishing boxes.
- **Durable Construction:** Built to withstand the abrasive nature of joint compound and the daily wear of professional construction sites.
- **Optimized Flow:** Designed to ensure smooth, efficient transfer of compound, reducing manual effort and increasing speed.
- **Essential Integration:** A critical link in the TapeTech ecosystem that helps maintain the high standards of your finishing system.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Model | 90T Filler Adapter |
| SKU | TTT90TT |
| Compatible Pumps | TapeTech 72TT, 76TT EasyClean™ |
| Required Accessory | Gasket 700049 (Sold Separately) |
| Primary Use | Filling Corner Applicators, Nail Spotters, Finishing Boxes |",TTT90TT,,$80.00,80,"The TapeTech 90T Filler Adapter attaches to the TapeTech 72TT or 76TT EasyClean™ Pumps to fill Corner Applicators, Nail Spotters and EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing...",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT90TT_M.jpg,,,,,,,,
TapeTech,TapeTech EasyClean Automatic Taper,"## Elevate Your Drywall Finishing Efficiency

The TapeTech 07TT EasyClean® Automatic Taper is engineered for the professional finisher who demands uncompromising precision and speed. By simultaneously applying joint compound and tape to both flat and butt joints, this tool drastically reduces labor time on walls and ceilings. Designed with a focus on durability and user comfort, it stands as the industry benchmark for high-performance drywall application.

## Precision Engineering for Demanding Jobsites

Built to withstand the rigors of daily professional use, the 07TT features premium stainless steel side plates and a hard-anodized push rod and cable drum to resist corrosion and ensure longevity. The tool’s maintenance-friendly design, highlighted by the EasyClean® cover plate, allows for rapid disassembly with a simple quarter-turn, ensuring you spend less time cleaning and more time finishing. With an ergonomic control tube featuring enclosed rollers, you can enjoy a secure, pinch-free grip throughout the workday.

## Key Features

- **Dual-Action Application:** Simultaneously dispenses tape and joint compound for seamless coverage on flat joints, butt joints, and internal corners.
- **EasyClean® Technology:** Quick-access cover plate allows for effortless cleaning and maintenance without the need for specialized tools.
- **Professional-Grade Durability:** Constructed with stainless steel side plates and hard-anodized components to prevent wear and corrosion.
- **Ergonomic Control:** Features a smaller diameter tube protector and enclosed rollers to maximize comfort and prevent hand pinching.
- **Jobsite Convenience:** Integrated hook on the spool keeper allows for secure storage on framing or scaffolding when not in use.
- **Customizable Tension:** Adjustable brake system provides precise control over main wheel tension to suit your specific application style.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Model | 07TT EasyClean® Automatic Taper |
| SKU | TTT07TT |
| Construction | Stainless Steel, Hard Anodized Aluminum |
| Included Accessories | Extra spring, main cable assembly, pyramid blade, gooser needle |
| Application | Flat joints, butt joints, internal corners |",TTT07TT,,$1599.00,1599,"The TapeTech 07TT EasyClean® Automatic Taper redefines quality, durability and value.",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT07TT_M.jpg,,,,,,,,
TapeTech,TapeTech #2 Pump Repair Kit,"## Restore Peak Performance to Your TapeTech Pumps

Ensure your drywall finishing equipment remains in top operational condition with the TapeTech #2 Pump Repair Kit. Designed specifically for the 72TT and 73TT models, this comprehensive maintenance set provides all the essential components required to restore suction, pressure, and fluid consistency. By replacing worn internal seals and valves, you can prevent costly downtime and maintain the high-precision output expected on professional job sites.

## Precision Engineering for Reliable Maintenance

This kit is curated to address the most common wear points in your pump assembly. Each component is manufactured to meet original equipment standards, ensuring a seamless fit and reliable seal. Whether you are performing routine preventative maintenance or addressing a drop in performance, these high-quality replacement parts provide the durability needed for demanding daily use in the field.

## Key Features

- **Comprehensive Restoration:** Includes all critical wear parts necessary to overhaul your pump's internal sealing system.
- **Optimized Compatibility:** Engineered specifically for TapeTech 72TT and 73TT pump models for guaranteed fitment.
- **High-Durability Components:** Features upgraded piston cup technology to replace legacy parts, ensuring a tighter seal and longer service life.
- **Professional Grade:** Manufactured to withstand the rigors of heavy-duty drywall finishing applications.
- **Simplified Maintenance:** All-in-one kit format reduces the need to source individual components, streamlining your repair process.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT502H |
| Compatible Models | 72TT, 73TT |
| Kit Contents | 1x 700005 U-Cup, 1x 720009 Piston Cup, 2x 700010F Valve Discs, 1x 700029 Bushing Liner |
| Piston Cup Compatibility | Replaces 700009 |",TTT502H,,$37.00,37,"For repair and maintenance of the 72TT and 73TT pumps. Includes (1) 700005 ""U"" cup (1) 720009 Piston cup [replaces 700009] (2) 700010F Valve discs (1) 700029 Bushing liner",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT502_M.jpg,,,,,,,,
TapeTech,"TapeTech 12"" Flat Box Repair Kit","## Restore Peak Performance to Your Finishing Tools

Ensure your drywall finishing equipment remains in top-tier condition with the TapeTech 12"" Flat Box Repair Kit. Designed specifically for professional contractors who demand precision and consistency, this comprehensive maintenance set provides the essential components required to restore the efficiency of your 12-inch finishing boxes. By replacing worn parts with these high-quality components, you can eliminate streaks, maintain perfect mud application, and extend the operational lifespan of your investment.

## Precision Engineering for Professional Results

This kit is meticulously curated to address the most common wear points on your TapeTech finishing tools. Featuring premium stainless steel blades that resist corrosion and maintain a sharp edge, this set ensures a smooth, professional finish on every pass. The included skid covers are engineered for durability, protecting your equipment surfaces and ensuring consistent tracking across drywall joints. Whether you are performing routine maintenance or addressing heavy-duty wear, these genuine TapeTech parts guarantee a perfect fit and seamless integration with your existing hardware.

## Key Features

- **Comprehensive Maintenance:** Includes all necessary components to overhaul the wear-prone areas of your 12-inch flat finishing boxes.
- **Premium Blade Quality:** Three high-grade stainless steel blades provide superior longevity and a clean, consistent finish.
- **Enhanced Skid Protection:** Includes both left and right-side skid covers to maintain tool stability and prevent surface damage.
- **OEM Compatibility:** Specifically engineered for the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box.
- **Professional Reliability:** Genuine TapeTech replacement parts ensure your tools perform exactly as intended, minimizing downtime on the job site.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT501C12 |
| Compatibility | 20TTX Flat Finishing Box, T20CF Bazooka CFS 12"" |
| Blade Material | Stainless Steel |
| Blade Size | 12"" |
| Kit Contents | 3x 300001 Blades, 2x 209006 Skid Covers (Right), 2x 209039 Skid Covers (Left) |",TTT501C12,,$65.00,65,"For repair and maintenance of the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box.",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT501C10_M.jpg,,,,,,,,
TapeTech,TapeTech Inside Corner Roller w/o Handle,"## Achieve Flawless Internal Corners with Precision Engineering

Elevate your drywall finishing process with the TapeTech Inside Corner Roller. Designed for professionals who demand efficiency and consistency, this tool is engineered to seamlessly embed joint tape into internal wall and ceiling corners. By applying uniform pressure, it ensures a secure bond and prepares the surface for a perfect finish, significantly reducing the time spent on manual adjustments.

## Optimized for Professional Performance

This robust roller is the essential bridge between your automatic taper and your corner finisher. By effectively displacing excess joint compound from behind the tape, it creates a clean, uniform foundation that allows your finishing tools to glide effortlessly. Built to withstand the rigors of high-volume job sites, the TapeTech Inside Corner Roller is a must-have for contractors looking to achieve crisp, professional-grade results on every project.

## Key Features

- **Precision Embedding:** Quickly and accurately seats joint tape into internal corners for a durable, bubble-free finish.
- **Compound Management:** Efficiently forces out excess joint compound, creating the ideal surface profile for subsequent corner finishing tools.
- **Durable Construction:** Equipped with high-grade stainless steel rollers that resist corrosion and maintain their shape for long-term reliability.
- **Versatile Application:** Perfectly suited for both wall and ceiling internal corners, ensuring consistent quality across all orientations.
- **Workflow Integration:** Designed to work seamlessly with automatic tapers and corner finishers to streamline your drywall finishing system.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | Inside Corner Roller w/o Handle |
| SKU | TTT15TTEWOH |
| Material | Stainless Steel |
| Compatibility | Standard TapeTech Handles |
| Application | Internal Drywall Corners |",TTT15TTEWOH,,$185.00,185,The TapeTech Inside Corner Roller quickly and accurately embeds the tape firmly into the internal corners of the drywall.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT15TTEWOH_M.jpg,,,,,,,,
TapeTech,"TapeTech 3"" EasyRoll Adjustable Corner Finisher","## Achieve Flawless Internal Corners with Precision Engineering

Elevate your drywall finishing workflow with the TapeTech 3"" EasyRoll Adjustable Corner Finisher. Designed for professionals who demand speed without sacrificing quality, this tool streamlines the process of feathering joint compound in internal corners. Whether you are tackling wall-to-wall joints or ceiling-to-wall transitions, this finisher ensures a uniform, professional-grade result in a single pass.

## Advanced Control and Smooth Operation

The EasyRoll system integrates specialized wheels that glide effortlessly across surfaces, minimizing friction and ensuring a consistent finish even on slightly irregular drywall. The standout feature is the adjustable spring tension system, which allows you to customize the pressure applied to the corner. By engaging or disengaging the rear tension springs, you gain precise control over the mud application, ensuring perfect feathering every time.

## Key Features

- **Precision Feathering:** Simultaneously wipes down excess compound and feathers both edges of an internal corner for a seamless finish.
- **Adjustable Tension:** Features a dual-spring system that allows you to modify spring pressure to suit specific corner conditions.
- **EasyRoll Technology:** Integrated wheels provide a smooth, fluid motion that reduces operator fatigue and prevents surface marring.
- **Durable Construction:** Built with a high-grade stainless steel frame for long-term reliability and resistance to corrosion.
- **Versatile Compatibility:** Equipped with a patented positive ball retainer, making it fully compatible with standard corner applicators and the 14TT MudRunner.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| Product Name | 3"" EasyRoll Adjustable Corner Finisher |
| SKU | TTT48TT |
| Tool Type | Angle Finisher / Corner Head |
| Material | Stainless Steel |
| Compatibility | FHTT Fiberglass Handle, XHTT Extension Handle, 14TT MudRunner |
| Key Feature | Adjustable Spring Tension System |",TTT48TT,,$429.00,429,The TapeTech EasyRoll Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT48TT_M.jpg,,,,,,,,
TapeTech,"TapeTech 10"" Flat Box Repair Kit","## Restore Peak Performance to Your Finishing Tools

Maintain the precision and longevity of your drywall finishing equipment with the TapeTech 10"" Flat Box Repair Kit. Designed specifically for professional contractors who demand consistent, streak-free results, this comprehensive maintenance set ensures your tools remain in factory-condition, minimizing downtime on the job site and extending the lifespan of your high-performance finishing boxes.

## Precision Engineering for Seamless Results

This kit provides the essential components required to refresh your 10-inch finishing systems. By replacing worn blades and skid covers, you restore the optimal tension and glide necessary for professional-grade mud application. Each component is manufactured to TapeTech’s rigorous standards, ensuring perfect compatibility and reliable operation during demanding drywall finishing projects.

## Key Features

- **High-Grade Stainless Steel Blades:** Includes three premium 10-inch stainless steel blades engineered for durability and a smooth, consistent finish.
- **Comprehensive Skid Coverage:** Comes with two right-side and two left-side skid covers to ensure balanced tracking and reduced friction.
- **Optimized Compatibility:** Specifically curated for the TapeTech 20TTX flat finishing box and the 10"" T20CF Bazooka CFS finishing box.
- **Maintenance Made Simple:** All-in-one package allows for quick, efficient repairs, keeping your equipment ready for the next phase of the project.
- **Professional Reliability:** Genuine TapeTech replacement parts guarantee the fit and function required for high-volume drywall applications.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | TapeTech |
| SKU | TTT501C10 |
| Blade Size | 10 Inches |
| Blade Material | Stainless Steel |
| Compatibility | 20TTX Flat Finishing Box, 10"" T20CF Bazooka CFS |
| Kit Contents | 3x 250001 Blades, 2x 209006 Skid Covers (Right), 2x 209039 Skid Covers (Left) |",TTT501C10,,$60.00,60,"For repair and maintenance of the TapeTech 20TTX flat finishing box and 10"" T20CF Bazooka CFS finishing box.",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT501C10_M.jpg,,,,,,,,
