ID,Type,SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Categories,Images,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: tsw_match_status,Meta: tsw_name_mismatch
,simple,CTADJUSTIN,tapetech-3-3-4-adjustable-inside-corner-trowel-ctadjustin,"TapeTech 3 3/4"" Adjustable Inside Corner Trowel",0,hidden,"Official TapeTech catalog item: 3 3/4"" Adjustable Inside Corner Trowel.","Official TapeTech catalog item: 3 3/4"" Adjustable Inside Corner Trowel. Section: Premium Taping Knives / Inside and Outside Corner Trowels. Source listing: VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT. Catalog page(s): 37.",,,taxable,1,Drywall Finishing Tools > TapeTech > Premium Taping Knives,,TapeTech,Official Section,Premium Taping Knives / Inside and Outside Corner Trowels,1,0,Catalog Item Type,trowel,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,sku_found_in_pdf_text,CTADJUST-IN,missing_in_tsw,
,simple,EHC07,tapetech-7-maxxbox-high-capacity-box-ehc07,"TapeTech 7"" MaxxBox High Capacity Box",1,visible,"TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 7"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",419.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"https://www.shopamestools.com/Item_Images_AMES/17584_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17584_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17584_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17584_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17584_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/17584_media_6.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC07_16.jpg",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC07,missing_in_tsw,
,simple,EHC10,tapetech-10-maxxbox-high-capacity-box-ehc10,"TapeTech 10"" MaxxBox High Capacity Box",1,visible,"TapeTech 10"" MaxxBox™ Flat Box EHC10 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 10"" MaxxBox™ Flat Box EHC10 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 10"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base or Finish Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",419.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"https://www.shopamestools.com/Item_Images_AMES/17591_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_6.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_7.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_8.jpg, https://www.shopamestools.com/Item_Images_AMES/17591_media_9.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_16.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC10_11.jpg",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC10,missing_in_tsw,
,simple,EHC12,tapetech-12-maxxbox-high-capacity-box-ehc12,"TapeTech 12"" MaxxBox High Capacity Box",1,visible,"TapeTech 12"" MaxxBox™ Flat Box EHC12 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 12"" MaxxBox™ Flat Box EHC12 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 12"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Finish Coats on Flat Seams, and Butt Joints Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",444.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"https://www.shopamestools.com/Item_Images_AMES/17595_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_6.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_7.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_8.jpg, https://www.shopamestools.com/Item_Images_AMES/17595_media_9.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_SHDW.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_16.jpg, https://tapetech.com/wp-content/uploads/2022/06/EHC12_17.jpg",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC12,missing_in_tsw,
,simple,EZ07TT,tapetech-7-easyclean-box-ez07tt,"TapeTech 7"" EasyClean Box",1,visible,"TapeTech 7"" EasyClean™ Flat Box EZ07TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 7"" EasyClean™ Flat Box EZ07TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",379.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"https://www.shopamestools.com/Item_Images_AMES/14148_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/14148_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/14148_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/14148_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/14148_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/14148_media_6.jpg, https://tapetech.com/wp-content/uploads/2022/05/EZ07TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_16.jpg",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ07TT,missing_in_tsw,
,simple,EZ10TT,tapetech-10-easyclean-box-ez10tt,"TapeTech 10"" EasyClean Box",1,visible,"TapeTech 10"" EasyClean™ Flat Box EZ10TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 10"" EasyClean™ Flat Box EZ10TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats or Finish Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",389.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_001.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_002.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_003.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_006.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_007.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_008.jpg, https://www.shopamestools.com/Item_Images_AMES/14149_TapeTechEZ10TT_009.jpg, https://tapetech.com/wp-content/uploads/2025/12/14149_TapeTechEZ10TT_002-rotated.jpg, https://tapetech.com/wp-content/uploads/2025/12/14149_TapeTechEZ10TT_002.jpg, https://tapetech.com/wp-content/uploads/2025/12/14149_TapeTech10EZCleanFlatBox_001.jpg, https://tapetech.com/wp-content/uploads/2025/12/14149_TapeTech10EZCleanFlatBox_004.jpg, https://tapetech.com/wp-content/uploads/2025/12/14149_TapeTech10EZCleanFlatBox_003.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ10TT_16.jpg",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ10TT,missing_in_tsw,
,simple,EZ12TT,tapetech-12-easyclean-box-ez12tt,"TapeTech 12"" EasyClean Box",1,visible,"TapeTech 12"" EasyClean™ Flat Box EZ12TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 12"" EasyClean™ Flat Box EZ12TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying for applying finish coat to drywall flat seams or butt joints, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Finish Coats On Flat Seams and Butt Joints. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",399.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_001.jpg, https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_003.jpg, https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_004.jpg, https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_005.jpg, https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_008.jpg, https://www.shopamestools.com/Item_Images_AMES/14150_TapeTechEZ12TT_009.jpg, https://tapetech.com/wp-content/uploads/2025/12/14150_TapeTechEZ12TT_002-1-rotated.jpg, https://tapetech.com/wp-content/uploads/2025/12/14150_TapeTechEZ12TT_002-1.jpg, https://tapetech.com/wp-content/uploads/2025/12/14150_TapeTechEZ12TT_001.jpg, https://tapetech.com/wp-content/uploads/2025/12/14150_TapeTechEZ12TT_003.jpg, https://tapetech.com/wp-content/uploads/2025/12/14150_TapeTechEZ12TT_004.jpg, https://tapetech.com/wp-content/uploads/2022/05/EZ12TT_06.jpg, https://tapetech.com/wp-content/uploads/2022/05/EZ12TT_07.jpg",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ12TT,missing_in_tsw,
,simple,EZ15TT,tapetech-15-easyclean-box-ez15tt,"TapeTech 15"" EasyClean Box",1,visible,"TapeTech 15"" EasyClean™ Flat Box EZ15TT The largest Flat Box on the market!","TapeTech 15"" EasyClean™ Flat Box EZ15TT The largest Flat Box on the market! The 15"" rigid design easily applies the right amount of drywall joint compound while feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Perfect for applying a wide finish coat to drywall flat seams or butt joints, these boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. A Wider Base For Better Results Perfect For Wide Finish Coats On Flat Seams and Butt Joints. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",429.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"https://www.shopamestools.com/Item_Images_AMES/14559_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_4.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_5.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_6.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_7.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_8.jpg, https://www.shopamestools.com/Item_Images_AMES/14559_media_9.jpg, https://tapetech.com/wp-content/uploads/2022/05/EZ15TT_01.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_05.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_10.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_11.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_12.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_13.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_14.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_15.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_16.jpg, https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_17.jpg",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ15TT,missing_in_tsw,
,simple,FBH2642TTCF,tapetech-carbon-fiber-box-handle-extendable-fbh2642ttcf,TapeTech Carbon Fiber Box Handle (extendable),0,hidden,Official TapeTech catalog item: Carbon Fiber Box Handle (extendable).,Official TapeTech catalog item: Carbon Fiber Box Handle (extendable). Section: Carbon Fiber Box Handles. Source listing: FBH2642TT-CF. Catalog page(s): 31.,,,taxable,1,Drywall Finishing Tools > TapeTech > Carbon Fiber Box Handles,,TapeTech,Official Section,Carbon Fiber Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,sku_found_in_pdf_text,FBH2642TT-CF,missing_in_tsw,
,simple,FBH4272TTCF,tapetech-carbon-fiber-box-handle-extendable-fbh4272ttcf,TapeTech Carbon Fiber Box Handle (extendable),0,hidden,Official TapeTech catalog item: Carbon Fiber Box Handle (extendable).,Official TapeTech catalog item: Carbon Fiber Box Handle (extendable). Section: Carbon Fiber Box Handles. Source listing: FBH4272TT-CF. Catalog page(s): 31.,,,taxable,1,Drywall Finishing Tools > TapeTech > Carbon Fiber Box Handles,,TapeTech,Official Section,Carbon Fiber Box Handles,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,sku_found_in_pdf_text,FBH4272TT-CF,missing_in_tsw,
,simple,FHTT,tapetech-fiberglass-handle-fhtt,TapeTech Fiberglass Handle,1,visible,"TapeTech Interchangeable Fiberglass Support Handle FHTT An interchangeable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters!","TapeTech Interchangeable Fiberglass Support Handle FHTT An interchangeable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle FHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech FHTT handles the most ergonomic in the industry. The FHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Features: Single Handle With Attachments For A Variety Of Tools D-Shaped Fitting Eliminates Corner Box Movement Comfortable and Ergonomic Lightweight Only 1.15lbs 43"" Overall Length 1.25"" Diameter Handle Fitments and Adapters: The Corner Applicator Adapter (CAA-TT) The Nail Spotter Adapter (NSA-TT) Corner Finisher/ Angle Head Adapter (CFA-TT) Corner Applicator/ Angle Box Handle Adapter (CAA-TT) Note: If you use your current Nail Spotters with the new handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter. If you have the current 63TT or 68TT Nail Spotters, you need the FHTT or the XHTT plus the NSA-TT adapter. If you have the current 35TT or 50TT Corner Applicators, you need the FHTT or the XHTT plus the CAA-TT adapter.",59.0,,taxable,1,Drywall Finishing Tools > TapeTech > Support Handles,"https://www.shopamestools.com/Item_Images_AMES/14151_media_1.jpg, https://www.shopamestools.com/Item_Images_AMES/14151_media_2.jpg, https://www.shopamestools.com/Item_Images_AMES/14151_media_3.jpg, https://www.shopamestools.com/Item_Images_AMES/14151_media_4.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_02.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_03.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_07.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_06.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_04.jpg, https://tapetech.com/wp-content/uploads/2022/06/FHTT_05.jpg",TapeTech,Official Section,Support Handles,1,0,Catalog Item Type,accessory,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,sku_found_in_pdf_text,FHTT,missing_in_tsw,
,simple,FHTTCC,tapetech-closet-crusher-fiberglass-handle-fhttcc,TapeTech Closet Crusher Fiberglass Handle,1,visible,"TapeTech Closet Crusher 18"" Support Handle FHTT-CC The TapeTech Closet Crusher FHTT-CC makes it possible to use corner rollers, angle heads, and corner finishers in the tightest spaces.","TapeTech Closet Crusher 18"" Support Handle FHTT-CC The TapeTech Closet Crusher FHTT-CC makes it possible to use corner rollers, angle heads, and corner finishers in the tightest spaces. The base handle FHTT-CC fits all current TapeTech corner rollers, angle boxes, and nail spotters without additional adapters. The optional Corner Finisher Handle Adapter CFA-TT (sold separately) allows you to attach any angle head/corner finisher to the Closet Crusher. Features: 18"" Handle Durable Fiberglass D-Shape Profile Acme Thread",50.0,,taxable,1,Drywall Finishing Tools > TapeTech > Support Handles,"https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_001.jpg, https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_002.jpg, https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_003.jpg, https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_004.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_SHDW.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_42TT.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_15TTE.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_CA07TT_7.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-1.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-3.jpg, https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-2.jpg",TapeTech,Official Section,Support Handles,1,0,Catalog Item Type,accessory,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,sku_found_in_pdf_text,FHTT-CC,matched,1
