"sku","mpn","name","manufacturer","style","price","in_stock","short_description","full_description","image_urls","product_url"
"15052","PK35CSTT","TapeTech 3.5"" Carbon Steel Pointing Knife","TapeTech","","$8.99","No","","TapeTech 3.5"" Carbon Steel Pointing Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Carbon Steel Blade Provides Precise Feathering and Smoothing Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty","https://www.shopamestools.com/Item_Images_AMES/15052_TapeTech35CarbonSteelPointingKnife_001.jpg","https://www.shopamestools.com/TapeTech-PointingKnife-PK35CSTT"
"15053","CK06CSTT","TapeTech 6"" Carbon Steel Clipped Joint Knife","TapeTech","","$8.99","No","","TapeTech 6"" Carbon Steel Clipped Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Carbon Steel Blade Provides Precise Feathering and Smoothing Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty","https://www.shopamestools.com/Item_Images_AMES/15053_TapeTech6CarbonSteelClippedJointKnife_001.jpg","https://www.shopamestools.com/TapeTech-JointKnife-CK06CSTT"
"15054","MP12TT","TapeTech 12"" Premium Mud Pan","TapeTech","","$16.99","Yes","","TapeTech 12"" Premium Mud Pan TapeTech Premium Mud Pans feature stainless steel construction and a contoured bottom to make mixing, cleaning and removal of joint compound easier. The contoured shape is more ergonomic and comfortable to hold. The continuous heli-arc weld provides maximum durability and value. Features: Premium, Polished Stainless Steel Construction For Easy Use and Cleaning Heli-Arc Welds For Durability Contoured Bottom For Easy Mixing, Comfort and Cleaning Ergonomic Rounded Bottom Profile Straight Edges To Easily Clean Compound From Knife","https://www.shopamestools.com/Item_Images_AMES/15054_TapeTech12PremiumMudPan_001.jpg","https://www.shopamestools.com/TapeTech-MudPan-MP12TT"
"15055","MP14TT","TapeTech 14"" Premium Mud Pan","TapeTech","","$17.99","No","","TapeTech 14"" Premium Mud Pan TapeTech Premium Mud Pans feature stainless steel construction and a contoured bottom to make mixing, cleaning and removal of joint compound easier. The contoured shape is more ergonomic and comfortable to hold. The continuous heli-arc weld provides maximum durability and value. Features: Premium, Polished Stainless Steel Construction For Easy Use and Cleaning Heli-Arc Welds For Durability Contoured Bottom For Easy Mixing, Comfort and Cleaning Ergonomic Rounded Bottom Profile Straight Edges To Easily Clean Compound From Knife","https://www.shopamestools.com/Item_Images_AMES/15055_TapeTech14PremiumMudPan_001.jpg","https://www.shopamestools.com/TapeTech-MudPan-MP14TT"
"15071","PFKHATT","TapeTech Finishing Knife Handle Adapter PFKHATT","TapeTech","","$26.99","Yes","","TapeTech Premium Finishing Knife Handle Adapter PFKHATT The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The D-Shape fitting prevents twisting. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. Features: Specially Designed For Use With TapeTech Smoothing Blades D-Shape Prevents Twisting Quick-Release Cam Locks Attaches To FHTT Or XHTT Handles","https://www.shopamestools.com/Item_Images_AMES/15071_TapeTechPremiumFinishingKnifeHandleAdapter_001.jpg | https://www.shopamestools.com/Item_Images_AMES/15071_TapeTechPremiumFinishingKnifeHandleAdapter_002.jpg | https://www.shopamestools.com/Item_Images_AMES/15071_TapeTechPremiumFinishingKnifeHandleAdapter_003.jpg | https://www.shopamestools.com/Item_Images_AMES/15071_TapeTechPremiumFinishingKnifeHandleAdapter_004.jpg | https://www.shopamestools.com/Item_Images_AMES/15071_TapeTechPremiumFinishingKnifeHandleAdapter_005.jpg","https://www.shopamestools.com/TapeTech-Adapter-PFKHATT"
"16512","PFK07TT","TapeTech 7"" Premium Finishing Knife PFK07TT","TapeTech","","$27.99","Yes","","TapeTech 7"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16512_TapeTech7inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16512_TapeTech7inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16512_TapeTech7inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16512_TapeTech7inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK07TT"
"16513","PFK12TT","TapeTech 12"" Premium Finishing Knife PFK12TT","TapeTech","","$29.99","Yes","","TapeTech 12"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16513_TapeTech12inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16513_TapeTech12inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16513_TapeTech12inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16513_TapeTech12inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK12TT"
"16514","PFK14TT","TapeTech 14"" Premium Finishing Knife PFK14TT","TapeTech","","$32.99","No","","TapeTech 14"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16514_TapeTech14inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16514_TapeTech14inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16514_TapeTech14inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16514_TapeTech14inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK14TT"
"16515","PFK18TT","TapeTech 18"" Premium Finishing Knife PFK18TT","TapeTech","","$44.99","Yes","","TapeTech 18"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16515_TapeTech18inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16515_TapeTech18inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16515_TapeTech18inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16515_TapeTech18inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK18TT"
"16516","PFK24TT","TapeTech 24"" Premium Finishing Knife PFK24TT","TapeTech","","$59.99","Yes","","TapeTech 24"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16516_TapeTech24inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16516_TapeTech24inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16516_TapeTech24inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16516_TapeTech24inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK24TT"
"16517","PFK32TT","TapeTech 32"" Premium Finishing Knife PFK32TT","TapeTech","","$74.99","Yes","","TapeTech 32"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16517_TapeTech32inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16517_TapeTech32inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16517_TapeTech32inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16517_TapeTech32inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK32TT"
"16518","PFK40TT","TapeTech 40"" Premium Finishing Knife PFK40TT","TapeTech","","$99.99","Yes","","TapeTech 40"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16518_TapeTech40inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16518_TapeTech40inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16518_TapeTech40inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16518_TapeTech40inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK40TT"
"16519","PFK48TT","TapeTech 48"" Premium Finishing Knife PFK48TT","TapeTech","","$129.99","Yes","","TapeTech 48"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands","https://www.shopamestools.com/Item_Images_AMES/16519_TapeTech48inSmoothingBlades_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16519_TapeTech48inSmoothingBlades_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16519_TapeTech48inSmoothingBlades_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16519_TapeTech48inSmoothingBlades_004.jpg","https://www.shopamestools.com/TapeTech-FinishingKnife-PFK48TT"
"16530","XHTT/PFKHATT","TapeTech Premium Finishing Knife Extendable Handle  + Adapter","TapeTech","","$205.99","Yes","","TapeTech Premium Finishing Knife Extendable Handle (XHTT) + Premium Finishing Knife Adapter (PFKHATT) An interchangeable, extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, Nail Spotters, and Skimming Blades/Finishing Knives! The base handle XHTT fits the corner roller without adapters, as well as the new design corner applicator and nail spotter without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The Premium Finishing Knife Handle adapter PFKHATT is more robust, provides quick angle adjustment and improved durability. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. The D-Shape fitting prevents twisting. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. XHTT Handle Features: Single Handle With Attachments For A Variety Of Tools D-Shaped Fitting Eliminates Corner Box Movement Comfortable and Ergonomic Extendable from 43""-77"" Lightweight Only 2.15lbs 1.25"" Diameter XHTT Handle Fitments and Adapters: The Corner Applicator Adapter (CAA-TT) The Nail Spotter Adapter (NSA-TT) Corner Finisher/ Angle Head Adapter (CFA-TT) Corner Applicator/ Angle Box Handle Adapter (CAA-TT) PFKHATT Adapter Features: Specially Designed For Use With TapeTech Smoothing Blades D-Shape Prevents Twisting Quick-Release Cam Locks Attaches To FHTT Or XHTT Handles Extendable Support Handle XHTT","https://www.shopamestools.com/Item_Images_AMES/16530_TapeTechPremiumFinishingKnifeExHandle_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16530_TapeTechPremiumFinishingKnifeExHandle_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16530_TapeTechPremiumFinishingKnifeExHandle_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16530_TapeTechPremiumFinishingKnifeExHandle_004.jpg | https://www.shopamestools.com/Item_Images_AMES/16530_TapeTechPremiumFinishingKnifeExHandle_005.jpg","https://www.shopamestools.com/TapeTech-EXHandle-PFKHATT"
"16531","FHTT/PFKHATT","TapeTech Premium Finishing Knife Handle","TapeTech","","$85.99","Yes","","TapeTech Premium Finishing Knife Handle The New Premium Finishing Knife Handle adapter is more robust, provides quick angle adjustment and improved durability. The Handle Adapter quickly and securely attaches to the TapeTech FHTT or XHTT Support handles. No need to buy another handle for your smoothing knives. The D-Shape fitting prevents twisting. This handle adapter also features a robust wing nut and quick-release cam locks, for easy removal. Features: Specially Designed For Use With TapeTech Smoothing Blades D-Shape Prevents Twisting Quick-Release Cam Locks Attaches To FHTT Or XHTT Handles Fiberglass Support Handle FHTT","https://www.shopamestools.com/Item_Images_AMES/16531_TapeTechPremiumFinishingKnifeHandle_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16531_TapeTechPremiumFinishingKnifeHandle_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16531_TapeTechPremiumFinishingKnifeHandle_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16531_TapeTechPremiumFinishingKnifeHandle_004.jpg | https://www.shopamestools.com/Item_Images_AMES/16531_TapeTechPremiumFinishingKnifeHandle_005.jpg","https://www.shopamestools.com/TapeTech-Premium-Handle-PFKHATT"
"16777","BAN001-TT","TapeTech MudDog™ Banjo","TapeTech","","$119.00","No","","TapeTech MudDog™ Premium Taping Banjo The TapeTech Premium MudDog™ Taping Banjo (BAN001-TT) is loaded with features like side straps for left or right handed use, a cutting blade / roller assembly, and a truly ergonomic handle. Perfect for smaller jobs, this banjos functional design beats taping joints by hand. The Mud Dog also holds 33% more compound than traditional banjos, so you get more taping done between fills. Features: Adjustable Mud Flow Lightweight Polycarbonate / ABS 33% More Capacity. Holds Up To 500' Rolls Right Or Left Hand Use Ergonomic Handle Easy Install Cutting Blade","https://www.shopamestools.com/Item_Images_AMES/16777_TapeTechMudDogPremiumTapingBanjo_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16777_TapeTechMudDogPremiumTapingBanjo_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16777_TapeTechMudDogPremiumTapingBanjo_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16777_TapeTechMudDogPremiumTapingBanjo_004.jpg","https://www.shopamestools.com/TapeTech-Banjo-BAN001TT"
"16788","FHTT-CC","TapeTech Closet Crusher 18"" Support Handle FHTT-CC","TapeTech","","$50.00","No","","TapeTech Closet Crusher 18"" Support Handle FHTT-CC The TapeTech Closet Crusher FHTT-CC makes it possible to use corner rollers, angle heads, and corner finishers in the tightest spaces. The base handle FHTT-CC fits all current TapeTech corner rollers, angle boxes, and nail spotters without additional adapters. The optional Corner Finisher Handle Adapter CFA-TT (sold separately) allows you to attach any angle head/corner finisher to the Closet Crusher. Features: 18"" Handle Durable Fiberglass D-Shape Profile Acme Thread","https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_001.jpg | https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_002.jpg | https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_003.jpg | https://www.shopamestools.com/Item_Images_AMES/16788_TapeTechClosetCrusher18inHandle_004.jpg","https://www.shopamestools.com/TapeTech-Handle-FHTTCC"
"16789","BH","TapeTech Brakeless Flat Box Handle BH","TapeTech","","$149.00","No","","TapeTech Brakeless Flat Box Handle BH Perfect for both new or experienced ATF tool users. No learning curve, the friction brake design eliminates the need for new users to learn how and when to properly apply the brake found on traditional finishing box handles. Experienced users, these handles give your hands a permanent vacation after years of squeezing traditional brake-style handles. Features: Easy To Clean Durable Fiberglass Easy Grip Star Knob Optimal Diameter Handle 34"" Length Works With All TapeTech And Other Major Brand Flat Boxes","https://www.shopamestools.com/Item_Images_AMES/16789_TapeTechBrakelessFlatBoxHandleBH_001.jpg","https://www.shopamestools.com/TapeTech-Handle-BH"
"16790","BHE","TapeTech Brakeless Extendable Flat Box Handle BHE","TapeTech","","$299.00","No","","TapeTech Brakeless Extendable Flat Box Handle BHE Perfect for both new or experienced ATF tool users. No learning curve, the friction brake design eliminates the need for new users to learn how and when to properly apply the brake found on traditional finishing box handles. Experienced users, these handles give your hands a permanent vacation after years of squeezing traditional brake-style handles. Features: Easy To Clean Durable Fiberglass Easy Grip Star Knob Optimal Diameter Handle Extends From 34"" - 60"" Works With All TapeTech And Other Major Brand Flat Boxes","https://www.shopamestools.com/Item_Images_AMES/16790_TapeTechBrakelessExtendableFlatBoxHandleBHE_001.jpg","https://www.shopamestools.com/TapeTech-Handle-BHE"
"17346","8042TT","TapeTech 42"" Flat Box Handle 8042TT","TapeTech","","$234.00","No","","TapeTech 42"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Wall Work and Lower Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty","https://www.shopamestools.com/Item_Images_AMES/17346_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/17346_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/17346_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/17346_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/17346_media_5.jpg","https://www.shopamestools.com/TapeTech-FlatBox-Handle-8042TT"
"17347","8054TT","TapeTech 54"" Flat Box Handle 8054TT","TapeTech","","$239.00","No","","TapeTech 54"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For Headers, and Ceilings Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty","https://www.shopamestools.com/Item_Images_AMES/17347_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/17347_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/17347_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/17347_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/17347_media_5.jpg","https://www.shopamestools.com/TapeTech-FlatBox-Handle-8054TT"
"17348","8072TT","TapeTech 72"" Flat Box Handle 8072TT","TapeTech","","$249.00","No","","TapeTech 72"" Flat Box Handle TapeTech Flat Box Handles utilize the traditional brake pin and plate design, and braking angle is limited to the pie shaped surface. Handle is constructed of anodized aluminum tubing, and cast aluminum ends. The Finishing Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. Perfect For High Work, Ceilings, and High Headers Adjustable Ball For Greater Control and Grip 3/4"" Diameter Handle Fits Every Major Brand Flat Box TapeTech Columbia Drywall Master BlueLine NorthStar Premier 5 Year TapeTech Warranty","https://www.shopamestools.com/Item_Images_AMES/17348_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/17348_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/17348_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/17348_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/17348_media_5.jpg","https://www.shopamestools.com/TapeTech-FlatBox-Handle-8072TT"
"17584","EHC07","TapeTech 7"" MAXXBOX Flat Box EHC07","TapeTech","","$419.00","No","","TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 7"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty","https://www.shopamestools.com/Item_Images_AMES/17584_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/17584_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/17584_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/17584_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/17584_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/17584_media_6.jpg","https://www.shopamestools.com/TapeTech-MaxxBox-FlatBox-EHC07"
"17591","EHC10","TapeTech 10"" MAXXBOX Flat Box EHC10","TapeTech","","$419.00","No","","TapeTech 10"" MaxxBox™ Flat Box EHC10 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 10"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base or Finish Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty","https://www.shopamestools.com/Item_Images_AMES/17591_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_4.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_5.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_6.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_7.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_8.jpg | https://www.shopamestools.com/Item_Images_AMES/17591_media_9.jpg","https://www.shopamestools.com/TapeTech-MaxxBox-FlatBox-EHC10"
