
Brand,Category,Product_Name,Variation/Size,MPN,Key_Features,Reason_for_Inclusion,Source_Citation
SurPro,Drywall Stilts,S1X Aluminum Stilts,21”-31”,S1X-A-2131,Aluminum “X” stilts with Flexion Foot System; wraparound leg bands; key-lock side poles; auto-locking straps; Interlock safety; durable aluminum body.,Provides premium features of X model with durable aluminum construction.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2X,40%E2%80%9D%20639945000822%209.1%20LBS
SurPro,Drywall Stilts,S1X Aluminum Stilts,26”-40”,S1X-A-2640,Aluminum “X” stilts with Flexion Foot System; wraparound leg bands; key-lock side poles; auto-locking straps; Interlock safety; durable aluminum body.,Provides premium features of X model with durable aluminum construction.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2X,40%E2%80%9D%20639945000822%209.1%20LBS
SurPro,Drywall Stilts,S1X Magnesium Stilts,21”-31”,S1X-M-2131,Single-sided “X” stilts with Flexion Foot System; wraparound leg bands; key-lock side poles; auto-locking straps; Interlock safety; compression spring reduces impact; magnesium body for vibration damping.,Enhanced single-sided stilts with natural walking feel and reduced vibration.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S1X,40%E2%80%99%20639945000471%208.05%20LBS
SurPro,Drywall Stilts,S1X Magnesium Stilts,26”-40”,S1X-M-2640,Single-sided “X” stilts with Flexion Foot System; wraparound leg bands; key-lock side poles; auto-locking straps; Interlock safety; compression spring reduces impact; magnesium body for vibration damping.,Enhanced single-sided stilts with natural walking feel and reduced vibration.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S1X,40%E2%80%99%20639945000471%208.05%20LBS
SurPro,Drywall Stilts,S2 Aluminum Stilts,16”-24”,S2-A-1624,Double-sided aluminum stilts with 360° comfort leg bands; fixed rectangular side poles; adjustable calf height; auto-locking straps; Flexion foot system for natural walking.,Durable double-sided stilts providing balance and adjustable comfort.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2 Aluminum Stilts,20”-30”,S2-A-2030,Double-sided aluminum stilts with 360° comfort leg bands; fixed rectangular side poles; adjustable calf height; auto-locking straps; Flexion foot system for natural walking.,Durable double-sided stilts providing balance and adjustable comfort.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2 Aluminum Stilts,26”-40”,S2-A-2640,Double-sided aluminum stilts with 360° comfort leg bands; fixed rectangular side poles; adjustable calf height; auto-locking straps; Flexion foot system for natural walking.,Durable double-sided stilts providing balance and adjustable comfort.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2 Magnesium Stilts,16”-24”,S2-M-1624,Double-sided stilts with 360° comfort leg bands; rectangular side poles with adjustable calf height; key-lock clamps; dual-action springs; auto-locking straps; Flexion foot system for natural stride; magnesium body reduces weight.,Offers increased balance and stability for contractors seeking premium comfort and safety.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2 Magnesium Stilts,20”-30”,S2-M-2030,Double-sided stilts with 360° comfort leg bands; rectangular side poles with adjustable calf height; key-lock clamps; dual-action springs; auto-locking straps; Flexion foot system for natural stride; magnesium body reduces weight.,Offers increased balance and stability for contractors seeking premium comfort and safety.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2 Magnesium Stilts,26”-40”,S2-M-2640,Double-sided stilts with 360° comfort leg bands; rectangular side poles with adjustable calf height; key-lock clamps; dual-action springs; auto-locking straps; Flexion foot system for natural stride; magnesium body reduces weight.,Offers increased balance and stability for contractors seeking premium comfort and safety.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2,40%E2%80%9D
SurPro,Drywall Stilts,S2X Aluminum Stilts,21”-31”,S2X-A-2131,Double-sided aluminum stilts with Flexion foot and Rocker leg bands; adjustable calf height; auto-locking straps; durable aluminum body.,Provides premium features of S2X in a durable aluminum body.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2X,40%E2%80%9D%20639945000822%209.1%20LBS
SurPro,Drywall Stilts,S2X Aluminum Stilts,26”-40”,S2X-A-2640,Double-sided aluminum stilts with Flexion foot and Rocker leg bands; adjustable calf height; auto-locking straps; durable aluminum body.,Provides premium features of S2X in a durable aluminum body.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf#:~:text=S2X,40%E2%80%9D%20639945000822%209.1%20LBS
SurPro,Drywall Stilts,S2X Magnesium Stilts,21”-31”,S2X-M-2131,Feature-rich double-sided stilts with Flexion foot and Rocker leg bands; magnesium body; adjustable calf height; auto-locking straps; wider foot plates.,Top-of-the-line stilts offering maximum comfort and natural walking feel.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf
SurPro,Drywall Stilts,S2X Magnesium Stilts,26”-40”,S2X-M-2640,Feature-rich double-sided stilts with Flexion foot and Rocker leg bands; magnesium body; adjustable calf height; auto-locking straps; wider foot plates.,Top-of-the-line stilts offering maximum comfort and natural walking feel.,dn.shopify.com/s/files/1/0439/6056/5922/files/SurPro_Stilts_Catalog_24.1.pdf
TapeTech,Applicator Heads,Applicator Head,Standard 90°,16TT,Attaches to compound tubes or MudRunner; applies mud to internal angles; Delrin rollers; easy-clean design.,Essential for applying compound to internal angles.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p17%2016TT%2C%2016TT90%20Applicator%20Heads,p12%2076TT%2C%2076XLTT%2C%2085T%2C%2085XLTT
TapeTech,Applicator Heads,Applicator Head 90°,90° with wheels,16TT90,90° head for outside corners; simplifies application to external corners.,Provides appropriate angle for outside bead application.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p17%2016TT%2C%2016TT90%20Applicator%20Heads,p12%2076TT%2C%2076XLTT%2C%2085T%2C%2085XLTT
TapeTech,Applicator Heads,Corner Applicator,7”,CA07TT,Applies compound to internal corners; EasyClean design; pairs with applicator handle.,Ensures proper compound flow before finishing corners.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p19%20CA07TT%2C%20CA08TT%20Corner%20Applicators,p35%20The%20Wizard
TapeTech,Applicator Heads,Corner Applicator,8”,CA08TT,8-inch corner applicator for larger corners; EasyClean design.,Provides size option for compound application.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p19%20CA07TT%2C%20CA08TT%20Corner%20Applicators,p35%20The%20Wizard
TapeTech,Automatic Boxes,Power Assist MaxxBox,10”,PAHC10,Power-assist springs reduce push effort; high-capacity design; durable construction.,Combines high capacity with assistive springs for ease of use.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,Automatic Boxes,Power Assist MaxxBox,12”,PAHC12,Power-assist springs reduce push effort; high-capacity design; durable construction.,Combines high capacity with assistive springs for ease of use.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,Automatic Boxes,Power Assist MaxxBox,7”,PAHCO7,Power-assist springs reduce push effort; high-capacity design; durable construction.,Combines high capacity with assistive springs for ease of use.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,Automatic Tapers,TapeTech Mini Automatic Taper,Mini,03TT,Shorter automatic taper for tight spaces; EasyClean design; same productivity benefits.,Ideal for closets and confined areas.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=information.%20p14%2003TT%2C%2007TT%2C%2007TT,Handle%20Adapter%20p42%20PFK07TT%2C%20PFK12TT
TapeTech,Automatic Tapers,TapeTech EasyClean Automatic Taper,Standard,07TT,Simultaneously applies tape and joint compound; EasyClean cover plate; adjustable wheel brake; carbon steel drive components; increases productivity.,Core automatic taper for fast drywall taping.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=information.%20p14%2003TT%2C%2007TT%2C%2007TT,Handle%20Adapter%20p42%20PFK07TT%2C%20PFK12TT
TapeTech,Automatic Tapers,TapeTech EasyClean Carbon Fiber Automatic Taper,Carbon Fiber,07TT-C,Carbon fiber tube reduces weight; EasyClean design; same features as standard taper.,Lightweight version reduces user fatigue.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=information.%20p14%2003TT%2C%2007TT%2C%2007TT,Handle%20Adapter%20p42%20PFK07TT%2C%20PFK12TT
TapeTech,Automatic Tapers,TapeTech Automatic Taper Extension,Extension,ATX01TT,Adds 30” length to automatic taper; allows reaching higher joints without stilts; attaches easily to 07TT taper.,Extends reach for high ceilings.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=information.%20p14%2003TT%2C%2007TT%2C%2007TT,Handle%20Adapter%20p42%20PFK07TT%2C%20PFK12TT
TapeTech,Compound Tubes,Compound Tube,24”,CT24TT,Durable aluminum tube for delivering compound; compatible with MudRunner and applicator heads.,Provides controlled compound delivery for corner tools.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p59%20CT24TT%2C%20CT36TT%2C%20CT42TT%20Compound,p19%20CA07TT%2C%20CA08TT%20Corner%20Applicators
TapeTech,Compound Tubes,Compound Tube,36”,CT36TT,Durable aluminum tube for delivering compound; compatible with MudRunner and applicator heads.,Provides controlled compound delivery for corner tools.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p59%20CT24TT%2C%20CT36TT%2C%20CT42TT%20Compound,p19%20CA07TT%2C%20CA08TT%20Corner%20Applicators
TapeTech,Compound Tubes,Compound Tube,42”,CT42TT,Durable aluminum tube for delivering compound; compatible with MudRunner and applicator heads.,Provides controlled compound delivery for corner tools.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p59%20CT24TT%2C%20CT36TT%2C%20CT42TT%20Compound,p19%20CA07TT%2C%20CA08TT%20Corner%20Applicators
TapeTech,Corner Finishers,Corner Finisher,2”,40XTT,"Produces a smooth, feathered finish in internal corners; precision-machined; attaches to corner boxes.",Provides final finish after rollers and angle heads.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p22%2040XTT%2C%2042TT%20Corner%20Finishers,p22%2040XTT%2C%2042TT%20Corner%20Finishers
TapeTech,Corner Finishers,Corner Finisher,3”,42TT,Larger 3-inch corner finisher for broader angles; same durable construction as smaller finisher.,Offers size variety for finishing corners.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p22%2040XTT%2C%2042TT%20Corner%20Finishers,p22%2040XTT%2C%2042TT%20Corner%20Finishers
TapeTech,Corner Finishers,EasyRoll Adjustable Corner Finisher,"3""",48TT,"3"" EasyRoll adjustable corner finisher used during embedding and finishing phases to produce crisp 90° internal corners; can be attached to support handles or MudRunner; features stainless steel frames and skids, durable carbide blades, patented locking clip, integrated rollers and adjustable springs to control compound distribution","Provides an additional size option for finishing internal corners with the EasyRoll system, ensuring full variation coverage",etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=48TT%20,patented%20locking%20clip%20on%20the
TapeTech,Corner Finishers,EasyRoll Adjustable Corner Finisher,"3.5""",48XTT,"3.5"" EasyRoll adjustable corner finisher with the same features as the 3"" model — stainless steel frames and skids, carbide blades, patented locking clip, integrated rollers and adjustable spring arms for even compound distribution; suitable for both embedding and finishing phases",Ensures catalog includes all corner finisher size variations offered by TapeTech,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
TapeTech,Corner Tools,Outside Corner Roller,Standard,15TTE,Rolls outside corners to embed tape; designed for crisp external angles.,Facilitates embedding on outside corners.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Finishing%20Knives%20p17%2048TT%2C%2048TTX,17TT%2C%2017TTE%20Corner%20Rollers%20Taping
TapeTech,Corner Tools,Inside Corner Roller,Standard,17TT,Embeds tape into inside corners; rollers reduce drag; compatible with corner finishing system.,Essential step before angle heads.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Finishing%20Knives%20p17%2048TT%2C%2048TTX,17TT%2C%2017TTE%20Corner%20Rollers%20Taping
TapeTech,Corner Tools,Outside Corner Roller (Flex Corner Tape),Industrial,17TTE,Features nylon rollers with extruded edges to embed steel‑reinforced paper‑faced corner bead (flex corner tape); aluminum body for lighter weight and durability; stainless steel rollers for sharp corners and long life; uses standard fasteners for easy maintenance,Additional outside corner roller variation to complete the set of TapeTech corner roller tools,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=The%2017TTE%20Outside%20Corner%20Roller,and%20long%20life%20Standard%20Fasteners
TapeTech,Finishing Boxes,EasyClean Finishing Box,7”,EZ07TT,EasyClean design with removable cover plate; stainless steel blades; adjustable crown settings; durable construction.,Core finishing box for applying coat after taping.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p24%20EZ07TT%2C%20EZ10TT%2C%20EZ12TT%2C%20EZ15TT,p17%20CH55TT%2C%20CH75TT%2C%20CH83TT%2C%20CH90TT
TapeTech,Finishing Boxes,EasyClean Finishing Box,10”,EZ10TT,EasyClean design with removable cover plate; stainless steel blades; adjustable crown settings; durable construction.,Core finishing box for applying coat after taping.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p24%20EZ07TT%2C%20EZ10TT%2C%20EZ12TT%2C%20EZ15TT,p17%20CH55TT%2C%20CH75TT%2C%20CH83TT%2C%20CH90TT
TapeTech,Finishing Boxes,EasyClean Finishing Box,12”,EZ12TT,EasyClean design with removable cover plate; stainless steel blades; adjustable crown settings; durable construction.,Core finishing box for applying coat after taping.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p24%20EZ07TT%2C%20EZ10TT%2C%20EZ12TT%2C%20EZ15TT,p17%20CH55TT%2C%20CH75TT%2C%20CH83TT%2C%20CH90TT
TapeTech,Finishing Boxes,EasyClean Finishing Box,15”,EZ15TT,EasyClean design with removable cover plate; stainless steel blades; adjustable crown settings; durable construction.,Core finishing box for applying coat after taping.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p24%20EZ07TT%2C%20EZ10TT%2C%20EZ12TT%2C%20EZ15TT,p17%20CH55TT%2C%20CH75TT%2C%20CH83TT%2C%20CH90TT
TapeTech,Finishing Boxes,QuickBox QSX,6”,QB06-QSX,Durable polypropylene box for fast application; easy to clean; includes crown adjustment.,Lightweight alternative for fast patching and smaller jobs.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p30%20QB06
TapeTech,Finishing Boxes,QuickBox QSX,8”,QB08-QSX,Durable polypropylene box for fast application; easy to clean; includes crown adjustment.,Lightweight alternative for fast patching and smaller jobs.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p30%20QB06
TapeTech,Handles,Wizard Compact Finishing Box Handle,Standard,8000TT,Wizard compact finishing box handle places the operator’s hand directly over the pressure plate for superior control; fits into tight spaces such as closets or staircases; reversible front handle allows multiple ergonomic positions; suitable for horizontal joints and increases productivity,Offers a compact handle that provides unmatched control and fits into tight spaces,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=The%20Wizard%20%C2%AE%20The%20Wizard%C2%AE,the%20Wizard%C2%AE%20in%20their%20toolbox
TapeTech,Handles,Wizard Compact Finishing Box Handle,Power Assist,8000TT-PA,Wizard compact finishing box handle places the operator’s hand directly over the pressure plate for superior control; fits into tight spaces such as closets or staircases; reversible front handle allows multiple ergonomic positions; suitable for horizontal joints and increases productivity,Adds the Power Assist version of the Wizard compact handle,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=The%20Wizard%20%C2%AE%20The%20Wizard%C2%AE,Box%20Handle%20for%20Power%20Assist%C2%AE
TapeTech,Handles,Box Handle,"34""",8034TT,"Fixed‑length box handle constructed from anodized aluminum; lightweight yet durable; features a quadrant brake system and adjustable control ball; attaches to all TapeTech, MaxxBox and Power Assist finishing boxes",Includes all fixed‑length box handle sizes for complete coverage,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=8034TT%20,of%20any%20fixed%20length%20handle
TapeTech,Handles,Box Handle,"42""",8042TT,"Fixed‑length box handle constructed from anodized aluminum; lightweight yet durable; features a quadrant brake system and adjustable control ball; attaches to all TapeTech, MaxxBox and Power Assist finishing boxes",Includes all fixed‑length box handle sizes for complete coverage,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=8034TT%20,of%20any%20fixed%20length%20handle
TapeTech,Handles,Box Handle,"54""",8054TT,"Fixed‑length box handle constructed from anodized aluminum; lightweight yet durable; features a quadrant brake system and adjustable control ball; attaches to all TapeTech, MaxxBox and Power Assist finishing boxes",Includes all fixed‑length box handle sizes for complete coverage,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=8034TT%20,of%20any%20fixed%20length%20handle
TapeTech,Handles,Box Handle,"72""",8072TT,"Fixed‑length box handle constructed from anodized aluminum; lightweight yet durable; features a quadrant brake system and adjustable control ball; attaches to all TapeTech, MaxxBox and Power Assist finishing boxes",Includes all fixed‑length box handle sizes for complete coverage,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=8034TT%20,of%20any%20fixed%20length%20handle
TapeTech,Handles,EasyFinish Box Handle,"34""",8134TT,EasyFinish box handles provide ergonomic bent handle design for increased leverage and reduced effort; quadrant‑style brake system with set screw and detent for easy adjustment; control ball provides positive grip and is adjustable along the handle; preferred when working with Power Assist finishing boxes,Adds individual EasyFinish handle sizes to offer complete range of ergonomic box handles,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=EasyClean%C2%AE%2C%20MaxxBox%C2%AE%20and%20Power%20Assist%C2%AE,mechanism%20of%20the%20finishing%20box
TapeTech,Handles,EasyFinish Box Handle,"42""",8142TT,EasyFinish box handles provide ergonomic bent handle design for increased leverage and reduced effort; quadrant‑style brake system with set screw and detent for easy adjustment; control ball provides positive grip and is adjustable along the handle; preferred when working with Power Assist finishing boxes,Adds individual EasyFinish handle sizes to offer complete range of ergonomic box handles,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=EasyClean%C2%AE%2C%20MaxxBox%C2%AE%20and%20Power%20Assist%C2%AE,mechanism%20of%20the%20finishing%20box
TapeTech,Handles,EasyFinish Box Handle,"54""",8154TT,EasyFinish box handles provide ergonomic bent handle design for increased leverage and reduced effort; quadrant‑style brake system with set screw and detent for easy adjustment; control ball provides positive grip and is adjustable along the handle; preferred when working with Power Assist finishing boxes,Adds individual EasyFinish handle sizes to offer complete range of ergonomic box handles,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=EasyClean%C2%AE%2C%20MaxxBox%C2%AE%20and%20Power%20Assist%C2%AE,mechanism%20of%20the%20finishing%20box
TapeTech,Handles,EasyFinish Box Handle,"72""",8172TT,EasyFinish box handles provide ergonomic bent handle design for increased leverage and reduced effort; quadrant‑style brake system with set screw and detent for easy adjustment; control ball provides positive grip and is adjustable along the handle; preferred when working with Power Assist finishing boxes,Adds individual EasyFinish handle sizes to offer complete range of ergonomic box handles,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=EasyClean%C2%AE%2C%20MaxxBox%C2%AE%20and%20Power%20Assist%C2%AE,mechanism%20of%20the%20finishing%20box
TapeTech,Handles,XTender Finishing Box Handle,"Adjustable 41""–63""",88TTE,"Box Xtender handle adjustable from 41"" to 63"" (approx. 104–160 cm); wrap‑around brake provides a greater working range; ergonomic grip and star knob allow easy braking and adjustment; attaches to EasyClean, MaxxBox and Power Assist finishing boxes",Adds the Box Xtender adjustable handle to provide additional reach and versatility,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=to%2063,brake%20provides%20a%20greater%20working
TapeTech,Handles,Brakeless Box Handle,Fixed Length,BH,Brakeless finishing box handle eliminates learning curve of brake‑style handles; friction brake design reduces hand fatigue; optimal handle diameter with easy‑to‑grip star knob; attaches to all TapeTech and most other brands; available in fixed length or extendable versions,Adds brakeless box handle (fixed length) to complete handle lineup,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Brakeless%20Box%20Handles%20Optimal%20Handle,style%20handles.%20Available%20in
TapeTech,Handles,Brakeless Box Handle,Extendable,BHE,Brakeless finishing box handle eliminates learning curve of brake‑style handles; friction brake design reduces hand fatigue; optimal handle diameter with easy‑to‑grip star knob; attaches to all TapeTech and most other brands; available in fixed length or extendable versions,Includes extendable brakeless handle for flexibility and ergonomic benefits,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Brakeless%20Box%20Handles%20Optimal%20Handle,style%20handles.%20Available%20in
TapeTech,Handles,SideWinder Rotational Brakeless Handle,"34""–60""",BHE-SW,"SideWinder rotational brakeless finishing box handle with rotating head; seven positive‑locking positions from 90° left to 90° right enable finishing high horizontal joints without stilts; extends 34"" to 60"" and features easy‑grip star knob; attaches to TapeTech, Asgard and other brands",Adds rotating head handle to finish high horizontal joints without stilts,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=SideWinder%20%C2%AE%20BHE,scaffolding%20when%20finishing%20horizontal%20joints
TapeTech,Handles,Carbon Fiber Box Handle,"26""–42""",FBH2642TT-CF,"Carbon fiber finishing box extension handle provides 16–30"" of extension and is 20–28% lighter than standard handles; ergonomic pivot hinge and brake lever reduce braking force; ideal for small spaces and scaffolding; 1¼"" diameter for comfortable grip",Provides a lightweight extendable carbon fiber handle for small spaces,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=FBH2642TT,comfortable%20handle%20shape%20for%20tools
TapeTech,Handles,Carbon Fiber Box Handle,"42""–72""",FBH4272TT-CF,"Carbon fiber finishing box extension handle provides 16–30"" of extension and is 20–28% lighter than standard handles; ergonomic pivot hinge and brake lever reduce braking force; ideal for small spaces and scaffolding; 1¼"" diameter for comfortable grip",Provides the longest carbon fiber handle option for extended reach,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=The%20TapeTech%20Carbon%20Fiber%20Finishing,extendable
TapeTech,Handles,Fiberglass Support Handle,Support,FHTT,Fiberglass handle with adapters; lightweight and durable; provides support for finishing tools.,Lightweight alternative support handle.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p36%20FHTT%2C%20FHTT,p12%2076TT%2C%2076XLTT%2C%2085T%2C%2085XLTT
TapeTech,Handles,Closet Crusher Fiberglass Handle,"43""–76¼""",FHTT-CC,"Closet Crusher fiberglass support handle extends 43"" to 76¼"" and allows finishing internal corners in tight spaces; part of TapeTech’s interchangeable handle system; optimal diameter reduces grip force; heavy‑duty design prevents rotation when used with corner applicators, nail spotters and corner finishers",Adds specialized handle for finishing internal corners in tight spaces,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Traditional%20handles%20just%20don%27t%20work,shaped%20fitting
TapeTech,Handles,Extension Support Handle,Support,XHTT,Support handle for MudRunner and corner boxes; allows extended reach; includes adapters.,Provides ergonomic support during finishing.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=information.%20p14%2003TT%2C%2007TT%2C%2007TT,CC
TapeTech,High Capacity Boxes,MaxxBox,10”,EHC10,High-capacity finishing box with larger compound chamber; durable stainless steel parts; adjustable crown settings.,Provides more compound for longer runs between refills.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,High Capacity Boxes,MaxxBox,12”,EHC12,High-capacity finishing box with larger compound chamber; durable stainless steel parts; adjustable crown settings.,Provides more compound for longer runs between refills.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,High Capacity Boxes,MaxxBox,7”,EHCO7,High-capacity finishing box with larger compound chamber; durable stainless steel parts; adjustable crown settings.,Provides more compound for longer runs between refills.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=p26%20EHCO7%2C%20EHC10%2C%20EHC12%20MaxxBox,PAHC10%2C%20PAHC12%20Power%20Assist%20MaxxBox
TapeTech,Mud Pumps,TapeTech EasyClean Pump,Standard,76TT,Slim tube design; EasyClean foot valve; integrated O-ring eliminates need for disposable gaskets; durable construction.,Fills taping tools quickly and efficiently.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=Easy%20Clean%20%C2%AE%20Pumps%20Integrated,com%2012
TapeTech,Mud Pumps,EasyClean Loading Pump,76TT-CA,76TT-CA,"EasyClean loading pump with slim tube design, redesigned head and twist‑lock foot valve for secure attachment and easy removal; integrated O‑ring eliminates need for disposable paper gaskets; used to fill MudRunner, corner applicators, nail spotters and EasyClean, MaxxBox or Power Assist finishing boxes; longer design makes filling boxes easier",Completes the range of TapeTech EasyClean pumps by adding the 76TT‑CA variant,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
TapeTech,Mud Pumps,TapeTech Extra Long EasyClean Pump,Extra Long,76XLTT,Twice the height of standard pump for 30-gallon barrels; EasyClean design; integrated O-ring seal.,Allows filling from larger barrels without bending.,etech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf#:~:text=76TT%20,EasyClean%C2%AE%20Pump
